Time (us),Roll (deg),Pitch (deg),Yaw (deg),AccX (m/s/s),AccY (m/s/s),AccZ (m/s/s),Press (Pa),Temp (C),HGX (g),HGY (g),HGZ (g)
4837555,-1.88,44.35,-27.10,8.58,-15.51,-4.07,101545.50,39.33,0.91,-0.28,1.58
4847800,-0.59,44.14,-27.69,8.07,-15.99,-3.53,101546.19,39.33,1.08,-0.41,1.45
4858041,1.71,43.81,-28.27,7.63,-14.80,-3.09,101546.95,39.33,1.04,-0.12,1.58
4868268,4.96,43.44,-29.00,7.21,-14.45,-2.69,101545.99,39.33,0.79,-0.26,1.57
4878503,9.42,42.82,-29.65,6.72,-14.50,-1.57,101546.80,39.33,0.55,-0.44,1.72
4889830,17.51,42.97,-29.57,103.19,-6.47,-15.98,101547.41,39.33,0.93,-0.13,1.79
4900065,24.76,41.13,-30.18,145.85,-37.53,-47.61,101548.39,39.33,15.31,0.29,0.12
4910328,34.58,32.88,-30.62,150.51,-15.79,15.98,101547.59,39.33,16.08,0.10,3.66
4920583,46.60,24.80,-28.82,9.81,25.64,8.67,101537.72,39.33,11.77,-0.88,3.70
4930799,56.73,19.08,-28.75,-11.27,4.55,-4.62,101537.52,39.33,0.44,-1.70,0.04
4941005,66.21,10.79,-28.96,-40.06,13.77,-2.41,101538.40,39.33,-4.56,2.08,2.31
4951219,75.11,4.35,-28.06,-29.26,68.05,-1.63,101541.10,39.33,-3.06,4.91,-0.98
4961410,81.51,-3.01,-28.74,-103.91,157.42,22.85,101546.23,39.33,-11.87,37.09,4.61
4971616,83.57,-5.15,-28.60,-91.33,157.78,-15.91,101562.43,39.33,-11.52,24.69,-1.81
4981808,86.26,-8.92,-28.82,-37.31,82.33,-16.89,101553.48,39.33,-6.68,8.96,0.89
4993114,87.99,-8.06,-28.57,24.52,6.47,1.85,101552.69,39.33,-1.22,9.45,0.33
5003304,90.30,-5.14,-29.78,-8.19,-0.62,-8.24,101554.39,39.33,-0.87,-5.42,1.28
5013312,93.18,-7.15,-30.01,10.56,13.98,0.88,101555.17,39.33,-0.02,-0.07,0.88
5023443,95.22,-4.78,-30.35,12.90,0.98,1.02,101555.75,39.33,0.43,3.50,-0.10
5033454,98.06,-4.00,-31.35,-3.43,-6.36,2.72,101557.22,39.33,-0.66,-2.89,2.21
5043612,101.09,-3.85,-31.38,16.69,9.15,-4.19,101558.31,39.33,0.22,1.61,1.38
5053827,103.50,-1.88,-32.22,6.51,-1.19,3.63,101557.07,39.33,0.47,1.03,0.63
5064053,105.80,-2.16,-32.45,7.75,-0.11,3.78,101557.70,39.33,-0.22,-1.32,-0.50
5074279,108.07,-0.55,-33.21,6.39,-4.95,5.68,101555.84,39.33,0.43,2.24,1.58
5084509,110.50,-0.69,-33.43,7.06,-0.46,3.70,101556.26,39.33,-0.11,0.84,0.98
5095824,113.20,1.10,-33.88,11.97,2.13,1.97,101555.55,39.33,0.41,1.38,0.24
5105991,115.30,1.89,-34.37,3.19,-0.17,6.29,101556.54,39.33,-0.35,-0.19,1.77
5116231,117.74,3.01,-34.62,10.71,1.66,2.85,101556.78,39.33,0.13,0.98,0.51
5126473,119.89,4.13,-35.13,6.69,-3.51,5.95,101556.97,39.33,-0.25,0.27,1.47
5136714,122.11,5.13,-35.56,8.56,0.21,4.60,101556.59,39.33,-0.01,0.52,0.96
5146958,123.66,6.50,-36.16,8.54,0.62,4.89,101555.53,39.33,0.08,0.69,1.13
5157206,125.91,7.04,-36.41,5.81,-2.07,6.02,101554.98,39.33,-0.14,0.18,1.36
5167448,128.58,7.97,-36.74,8.06,-0.61,4.66,101556.38,39.33,-0.11,0.66,0.66
5177693,130.83,8.58,-37.02,5.16,-1.95,6.37,101556.41,39.33,0.17,0.41,1.11
5187924,133.26,9.85,-37.34,7.96,-0.65,5.46,101555.13,39.33,0.15,0.51,0.81
5199250,135.75,10.63,-37.63,5.47,-2.31,7.11,101557.79,39.33,0.07,0.73,1.18
5209495,137.51,11.51,-38.03,7.04,-0.94,7.26,101558.77,39.33,0.09,0.97,0.98
5219733,139.27,12.13,-38.22,3.23,-0.30,9.95,101558.94,39.33,-0.26,0.66,1.95
5229972,140.63,12.46,-38.19,4.39,0.56,10.67,101557.80,39.33,-0.01,0.68,1.21
5240209,141.34,12.74,-38.18,2.35,1.15,11.42,101555.93,39.33,-0.24,0.92,1.30
5250448,140.93,12.53,-38.02,2.85,1.65,11.61,101554.27,39.33,-0.16,0.54,1.63
5260679,139.16,11.56,-37.81,-0.19,3.89,11.26,101553.55,39.33,-0.46,0.97,1.69
5270914,137.34,9.17,-36.89,0.31,0.17,-0.05,101554.52,39.33,-0.76,0.43,1.67
5281152,136.37,6.24,-35.87,2.68,5.57,-12.69,101556.30,39.33,-0.27,0.67,0.18
5291396,136.44,3.15,-34.68,2.10,19.18,-30.29,101556.09,39.33,0.06,2.17,-1.14
5302728,137.73,0.41,-33.39,9.16,25.04,-40.94,101556.44,39.33,0.21,3.25,-3.63
5312964,140.14,-0.97,-32.54,1.72,15.60,-31.77,101557.98,39.33,-0.35,3.07,-4.36
5323205,143.48,-2.18,-31.81,1.97,9.94,-17.98,101557.34,39.33,-0.46,1.59,-2.24
5333454,147.19,-2.80,-31.11,3.07,4.11,-4.05,101554.82,39.33,-0.33,1.37,-0.06
5343664,151.10,-3.66,-30.41,2.23,1.94,0.80,101554.45,39.33,-0.38,0.67,0.34
5353875,155.07,-4.15,-29.81,3.53,2.31,1.67,101554.21,39.33,-0.11,1.11,0.34
5364096,159.04,-4.86,-29.14,1.79,1.42,3.80,101555.53,39.33,-0.22,0.53,0.69
5374279,162.67,-5.02,-28.58,3.15,2.78,2.80,101556.00,39.33,0.03,0.77,0.33
5384467,166.32,-5.38,-28.00,1.29,1.91,2.99,101557.16,39.33,0.05,0.55,0.34
5394635,169.40,-5.32,-27.52,1.61,2.83,-0.03,101556.98,39.33,0.01,0.62,-0.09
5405913,172.61,-5.27,-26.92,0.61,1.77,-0.96,101559.16,39.33,-0.08,0.59,0.14
5416098,175.09,-5.16,-26.51,0.19,1.66,-0.71,101558.22,39.33,-0.05,0.59,-0.21
5426281,177.45,-5.05,-26.04,-0.63,-0.08,-0.64,101559.33,39.33,0.07,0.59,-0.31
5436477,179.68,-4.88,-25.66,-1.45,-1.36,-0.05,101558.87,39.33,0.13,0.23,-0.41
5450964,-177.46,-4.46,-25.14,-1.99,-2.08,0.51,101558.02,39.33,-0.13,0.36,-0.24
5461148,-175.62,-4.17,-24.86,-2.73,-1.93,0.18,101557.38,39.33,-0.10,0.23,0.11
5471329,-173.91,-3.84,-24.57,-3.26,-2.29,-0.19,101557.39,39.33,-0.18,0.08,0.06
5481512,-172.51,-3.55,-24.31,-4.01,-1.61,-0.02,101557.95,39.33,0.00,0.13,0.17
5491708,-171.33,-3.19,-24.08,-4.15,-1.76,-0.17,101557.57,39.33,-0.39,0.26,0.19
5501890,-170.32,-2.72,-23.86,-4.70,-2.50,0.45,101557.04,39.33,-0.43,0.09,-0.20
5513167,-169.49,-2.27,-23.60,-5.53,-2.97,0.78,101557.41,39.33,-0.16,0.17,-0.27
5523339,-168.93,-2.00,-23.35,-5.55,-3.16,1.97,101556.91,39.33,-0.35,0.11,0.18
5533349,-168.50,-1.96,-22.91,-3.75,-1.11,0.59,101556.05,39.33,-0.34,0.45,0.70
5543530,-168.28,-1.75,-22.30,-2.06,-1.38,-1.56,101554.34,39.32,-0.03,0.48,0.34
5553523,-168.25,-1.25,-21.72,-1.52,-2.19,1.01,101555.90,39.33,0.03,-0.02,0.07
5563638,-168.48,-0.90,-21.31,-1.37,-2.97,2.92,101558.37,39.33,-0.03,0.15,0.09
5573627,-169.18,-0.55,-20.96,-1.55,-3.40,3.31,101558.16,39.33,0.27,-0.05,0.02
5583727,-170.10,-0.23,-20.81,-0.95,-3.49,2.09,101558.75,39.33,0.13,-0.01,0.24
5593750,-171.42,0.14,-20.73,-0.62,-4.41,0.67,101558.18,39.33,0.22,-0.04,0.32
5603865,-172.75,0.40,-20.74,-0.60,-4.02,-0.36,101555.19,39.33,0.12,0.50,0.10
5615152,-174.58,0.66,-20.86,-0.23,-2.40,-2.16,101555.76,39.33,0.06,0.33,0.14
5625322,-176.16,0.80,-21.03,-0.02,-1.20,-1.90,101556.70,39.33,0.05,0.38,0.03
5635334,-178.00,0.90,-21.26,-0.10,-0.72,-0.51,101556.39,39.33,0.13,0.31,0.01
5645511,-179.54,0.90,-21.50,-0.09,0.15,0.42,101558.71,39.33,0.14,0.41,0.00
5655536,178.53,0.87,-21.75,0.12,0.97,0.75,101558.41,39.33,0.11,0.47,0.16
5665722,177.04,0.85,-21.97,0.43,1.43,0.64,101559.21,39.33,0.06,0.60,0.19
5675732,175.47,0.89,-22.22,0.80,1.69,0.47,101558.02,39.33,0.13,0.55,-0.00
5685839,174.31,0.93,-22.43,0.97,2.03,0.41,101561.20,39.33,-0.09,0.66,0.23
5695853,172.99,1.01,-22.66,1.25,2.48,0.61,101558.74,39.33,0.02,0.76,0.32
5705966,172.05,1.05,-22.84,1.33,2.42,1.02,101559.20,39.33,0.12,0.93,0.22
5716195,171.21,1.15,-23.05,1.63,2.08,1.17,101558.77,39.33,0.22,0.66,0.16
5726303,170.69,1.26,-23.13,1.86,1.82,1.10,101560.51,39.33,0.20,0.80,0.15
5736479,170.36,1.39,-23.24,2.03,1.75,0.65,101560.27,39.33,0.24,0.82,0.19
5746667,170.23,1.47,-23.31,1.96,1.50,0.49,101560.62,39.33,0.16,0.67,0.23
5756846,170.36,1.56,-23.40,1.98,1.02,0.59,101558.30,39.33,0.15,0.60,0.36
5767041,170.54,1.62,-23.52,1.90,1.13,0.54,101558.97,39.33,0.15,0.55,0.38
5777193,170.70,1.66,-23.62,1.90,1.28,0.49,101557.82,39.33,0.30,0.66,0.31
5787373,170.90,1.69,-23.74,1.82,1.23,0.56,101558.27,39.33,0.37,0.68,0.45
5797562,171.16,1.70,-23.86,1.77,1.22,0.55,101558.56,39.33,0.27,0.57,-0.03
5807741,171.38,1.68,-23.96,1.65,1.40,0.34,101559.85,39.33,0.09,0.54,0.07
5819017,171.60,1.66,-24.08,1.62,1.59,0.04,101557.73,39.33,0.21,0.66,0.09
5829211,171.84,1.62,-24.17,1.47,1.40,0.19,101556.63,39.33,-0.04,0.76,0.25
5839214,172.23,1.60,-24.23,1.50,1.07,0.39,101556.87,39.32,0.03,0.58,0.13
5849397,172.59,1.59,-24.28,1.43,0.94,0.30,101556.74,39.32,-0.07,0.62,0.06
5859400,172.98,1.59,-24.34,1.38,1.08,0.08,101556.42,39.33,-0.17,0.67,0.25
5869575,173.32,1.60,-24.39,1.34,0.91,0.19,101556.95,39.33,-0.11,0.72,0.05
5879581,173.78,1.60,-24.43,1.28,0.65,0.40,101556.58,39.33,0.17,0.57,0.01
5889709,174.15,1.59,-24.47,1.21,0.53,0.35,101555.77,39.33,0.15,0.62,0.28
5899716,174.54,1.57,-24.51,1.10,0.57,0.17,101556.71,39.33,0.15,0.63,0.09
5909823,174.86,1.53,-24.55,0.99,0.48,0.20,101555.38,39.33,0.30,0.56,0.33
5920058,175.23,1.49,-24.59,0.95,0.39,0.24,101556.67,39.33,0.14,0.50,0.03
5930166,175.46,1.44,-24.62,0.82,0.51,0.07,101556.87,39.33,0.07,0.49,-0.11
5940179,175.68,1.42,-24.66,0.90,0.58,-0.08,101556.52,39.33,0.05,0.65,-0.14
5950293,175.90,1.41,-24.72,0.84,0.38,0.07,101557.28,39.33,0.05,0.64,-0.18
5960480,176.12,1.40,-24.80,0.81,0.17,0.26,101558.35,39.33,0.05,0.64,0.20
5970667,176.24,1.39,-24.83,0.80,0.21,0.11,101556.09,39.33,0.21,0.40,0.12
5980837,176.32,1.37,-24.89,0.73,0.27,0.13,101557.47,39.33,0.24,0.55,0.02
5991027,176.33,1.34,-24.95,0.69,0.37,0.25,101558.50,39.33,0.09,0.50,0.00
6001192,176.25,1.34,-25.00,0.79,0.52,0.21,101555.68,39.33,0.13,0.57,0.35
6011343,176.13,1.34,-25.05,0.83,0.62,0.24,101555.10,39.33,0.14,0.54,0.31
6022583,175.97,1.33,-25.09,0.86,0.64,0.27,101555.46,39.33,0.46,0.46,0.10
6032777,175.86,1.34,-25.12,0.88,0.67,0.30,101554.41,39.33,0.13,0.52,0.22
6042765,175.72,1.35,-25.16,0.93,0.76,0.36,101557.24,39.33,-0.05,0.53,0.04
6052936,175.62,1.36,-25.19,0.97,0.79,0.32,101556.81,39.33,0.07,0.54,0.40
6062939,175.52,1.37,-25.24,0.97,0.82,0.34,101557.74,39.33,0.25,0.54,0.43
6073051,175.48,1.37,-25.27,0.94,0.79,0.37,101557.68,39.33,0.09,0.54,0.16
6083041,175.48,1.38,-25.31,0.98,0.75,0.32,101558.68,39.33,0.06,0.58,0.03
6093157,175.50,1.37,-25.34,0.93,0.69,0.27,101557.86,39.33,0.05,0.66,0.20
6103149,175.57,1.35,-25.37,0.89,0.61,0.29,101556.47,39.33,0.24,0.64,0.04
6113264,175.66,1.36,-25.42,0.91,0.57,0.25,101556.73,39.33,0.09,0.64,-0.03
6124548,175.75,1.36,-25.47,0.90,0.51,0.27,101556.94,39.33,0.17,0.52,0.03
6134720,175.81,1.35,-25.51,0.89,0.53,0.20,101556.56,39.33,0.11,0.57,0.01
6144749,175.86,1.34,-25.55,0.85,0.49,0.20,101557.57,39.33,0.10,0.47,-0.08
6154926,175.88,1.33,-25.58,0.83,0.51,0.25,101558.07,39.33,-0.02,0.56,0.02
6164930,175.90,1.33,-25.64,0.87,0.55,0.25,101556.89,39.33,0.04,0.50,0.08
6175118,175.89,1.34,-25.69,0.87,0.59,0.25,101554.21,39.33,0.05,0.30,0.33
6185126,175.87,1.33,-25.75,0.84,0.58,0.26,101554.78,39.33,0.20,0.49,0.22
6195235,175.85,1.34,-25.81,0.89,0.61,0.30,101554.68,39.33,0.08,0.45,0.24
6205240,175.81,1.36,-25.87,0.90,0.66,0.34,101555.91,39.33,0.06,0.64,0.17
6215347,175.78,1.37,-25.92,0.91,0.68,0.26,101555.28,39.33,0.09,0.67,-0.20
6226624,175.76,1.36,-25.98,0.87,0.67,0.30,101555.07,39.33,0.14,0.68,-0.24
6236713,175.76,1.37,-26.03,0.91,0.66,0.29,101554.39,39.33,0.11,0.49,-0.05
6246743,175.78,1.37,-26.09,0.89,0.63,0.28,101554.64,39.33,0.06,0.49,0.34
6256926,175.80,1.36,-26.15,0.86,0.58,0.25,101556.38,39.33,0.25,0.53,0.26
6266919,175.83,1.36,-26.19,0.87,0.58,0.24,101556.15,39.33,0.17,0.50,0.05
6277108,175.84,1.36,-26.23,0.90,0.58,0.34,101557.01,39.33,0.07,0.53,-0.15
6287120,175.86,1.36,-26.27,0.89,0.56,0.25,101557.13,39.33,0.09,0.50,0.01
6297237,175.86,1.35,-26.31,0.85,0.58,0.23,101557.21,39.33,0.25,0.57,-0.19
6307239,175.86,1.35,-26.35,0.86,0.59,0.24,101557.80,39.33,0.17,0.66,-0.12
6317331,175.85,1.35,-26.39,0.89,0.63,0.28,101556.18,39.33,0.07,0.56,-0.02
6327553,175.83,1.35,-26.43,0.89,0.62,0.26,101557.02,39.33,0.05,0.50,-0.00
6337673,175.83,1.35,-26.47,0.86,0.61,0.24,101556.62,39.33,0.21,0.53,-0.12
6347681,175.82,1.34,-26.51,0.87,0.60,0.26,101557.88,39.33,0.08,0.46,0.17
6357795,175.81,1.34,-26.54,0.90,0.59,0.28,101558.03,39.33,0.29,0.68,-0.36
6367983,175.79,1.33,-26.57,0.88,0.60,0.28,101558.41,39.33,0.33,0.57,-0.34
6378172,175.78,1.32,-26.60,0.86,0.62,0.31,101557.93,39.33,-0.09,0.54,-0.15
6388357,175.75,1.31,-26.62,0.89,0.61,0.26,101556.80,39.33,0.10,0.38,0.05
6398546,175.72,1.31,-26.62,0.91,0.62,0.27,101556.47,39.33,0.29,0.43,0.24
6408748,175.70,1.30,-26.64,0.90,0.62,0.22,101556.45,39.33,0.45,0.48,0.13
6418927,175.69,1.29,-26.67,0.88,0.63,0.20,101556.20,39.33,0.21,0.53,0.22
6430198,175.67,1.29,-26.70,0.90,0.63,0.27,101554.21,39.33,0.08,0.69,0.04
6440383,175.66,1.30,-26.73,0.93,0.63,0.33,101554.25,39.33,-0.41,0.69,0.13
6454693,175.65,1.28,-26.77,0.90,0.62,0.26,101554.02,39.33,-0.04,0.57,0.34
6464801,175.67,1.28,-26.82,0.88,0.61,0.29,101553.70,39.32,-0.17,0.62,0.18
6474974,175.67,1.29,-26.85,0.91,0.63,0.28,101554.66,39.33,0.01,0.59,0.04
6485171,175.65,1.27,-26.86,0.91,0.62,0.27,101555.87,39.33,0.04,0.59,-0.34
6495358,175.64,1.27,-26.88,0.90,0.62,0.26,101557.30,39.33,-0.15,0.66,0.17
6505550,175.63,1.26,-26.90,0.90,0.63,0.25,101558.13,39.33,0.13,0.68,0.42
6515733,175.63,1.27,-26.94,0.92,0.62,0.29,101558.75,39.33,0.22,0.45,0.12
6525924,175.63,1.27,-26.97,0.93,0.62,0.29,101558.18,39.33,0.20,0.52,0.06
6537190,175.61,1.27,-26.98,0.92,0.63,0.26,101558.52,39.33,0.12,0.61,0.01
6547360,175.61,1.28,-27.01,0.94,0.62,0.29,101557.23,39.33,0.30,0.47,0.00
6557561,175.60,1.29,-27.04,0.95,0.62,0.29,101557.05,39.33,0.25,0.52,0.08
6567734,175.61,1.29,-27.08,0.91,0.60,0.26,101558.44,39.33,0.13,0.46,0.02
6577911,175.58,1.27,-27.07,0.90,0.62,0.20,101558.98,39.33,0.10,0.33,-0.08
6588088,175.57,1.26,-27.08,0.92,0.59,0.25,101558.35,39.33,0.06,0.65,-0.02
6598262,175.57,1.27,-27.10,0.94,0.61,0.25,101558.13,39.33,0.29,0.48,-0.00
6608454,175.55,1.26,-27.11,0.91,0.61,0.26,101558.50,39.33,0.21,0.53,0.51
6618643,175.55,1.25,-27.13,0.91,0.60,0.30,101557.23,39.33,0.12,0.54,0.38
6628811,175.53,1.25,-27.14,0.94,0.63,0.28,101555.22,39.32,0.10,0.58,0.08
6640096,175.54,1.26,-27.18,0.94,0.61,0.25,101555.79,39.33,0.06,0.55,0.09
6650275,175.52,1.25,-27.20,0.93,0.65,0.26,101557.27,39.33,-0.03,0.58,0.02
6660466,175.52,1.25,-27.23,0.93,0.62,0.26,101557.06,39.33,0.19,0.55,0.39
6670660,175.53,1.26,-27.27,0.94,0.64,0.26,101555.63,39.33,0.23,0.46,0.12
6680847,175.54,1.27,-27.30,0.95,0.62,0.26,101556.59,39.33,0.16,0.56,0.22
6691028,175.54,1.28,-27.34,0.95,0.63,0.26,101557.34,39.33,-0.05,0.62,0.51
6701219,175.54,1.27,-27.35,0.92,0.57,0.30,101558.67,39.33,0.07,0.67,0.30
6711399,175.53,1.25,-27.35,0.91,0.62,0.28,101558.37,39.33,0.05,0.68,0.06
6721571,175.55,1.26,-27.40,0.91,0.61,0.28,101557.63,39.33,0.09,0.57,0.01
6731761,175.54,1.24,-27.41,0.91,0.62,0.26,101558.10,39.33,-0.06,0.66,0.16
6743053,175.52,1.24,-27.42,0.92,0.65,0.26,101556.95,39.33,0.14,0.60,0.38
6753234,175.50,1.23,-27.42,0.95,0.63,0.27,101557.58,39.33,0.38,0.55,0.15
6763421,175.51,1.24,-27.46,0.93,0.62,0.25,101557.30,39.33,-0.00,0.66,0.15
6773611,175.50,1.23,-27.48,0.93,0.63,0.28,101557.34,39.33,0.27,0.56,-0.13
6783802,175.49,1.22,-27.50,0.92,0.64,0.23,101557.38,39.33,0.17,0.54,-0.42
6793972,175.47,1.22,-27.50,0.95,0.63,0.30,101556.61,39.34,-0.04,0.46,-0.08
6804169,175.44,1.21,-27.49,0.94,0.64,0.25,101556.33,39.34,0.15,0.52,0.10
6814357,175.44,1.20,-27.51,0.91,0.65,0.23,101554.88,39.33,0.15,0.57,0.06
6824554,175.44,1.21,-27.53,0.95,0.63,0.25,101555.27,39.33,0.11,0.47,0.21
6834750,175.43,1.20,-27.54,0.94,0.63,0.30,101555.29,39.33,0.10,0.56,0.28
6846025,175.42,1.20,-27.55,0.95,0.62,0.27,101555.36,39.33,0.06,0.62,0.29
6856205,175.43,1.20,-27.57,0.93,0.63,0.26,101555.36,39.33,0.17,0.67,0.06
6866379,175.42,1.19,-27.57,0.94,0.62,0.26,101556.66,39.33,0.07,0.60,0.01
6876575,175.42,1.19,-27.58,0.95,0.62,0.24,101557.91,39.33,0.09,0.43,0.12
6886755,175.42,1.18,-27.59,0.93,0.63,0.27,101557.80,39.33,0.06,0.59,0.02
6896939,175.43,1.17,-27.61,0.92,0.63,0.24,101556.70,39.33,0.05,0.67,0.36
6907134,175.42,1.18,-27.63,0.94,0.65,0.27,101553.54,39.33,-0.19,0.56,0.27
6917324,175.43,1.18,-27.66,0.95,0.64,0.29,101551.19,39.33,0.08,0.66,-0.10
6927516,175.45,1.20,-27.69,0.96,0.62,0.28,101552.52,39.33,-0.02,0.64,0.02
6937718,175.46,1.20,-27.72,0.93,0.63,0.30,101554.53,39.33,0.07,0.52,-0.15
6948997,175.47,1.20,-27.74,0.95,0.61,0.25,101555.27,39.32,0.09,0.53,0.28
6959187,175.48,1.21,-27.77,0.93,0.63,0.25,101555.56,39.33,0.21,0.65,0.25
6969358,175.49,1.21,-27.80,0.92,0.61,0.27,101554.51,39.32,0.16,0.48,0.05
6979523,175.48,1.20,-27.81,0.93,0.62,0.29,101555.27,39.32,0.23,0.49,0.01
6989714,175.46,1.20,-27.82,0.94,0.64,0.26,101554.27,39.32,0.08,0.57,0.08
6999880,175.45,1.19,-27.82,0.93,0.61,0.29,101554.57,39.33,0.13,0.58,0.02
7010076,175.43,1.18,-27.81,0.94,0.65,0.26,101555.80,39.32,0.10,0.59,0.08
7020259,175.39,1.16,-27.79,0.94,0.63,0.24,101557.02,39.33,0.33,0.31,0.17
7030444,175.40,1.17,-27.82,0.96,0.65,0.22,101556.62,39.32,0.22,0.53,0.15
7040637,175.40,1.18,-27.84,0.95,0.63,0.25,101554.53,39.32,-0.11,0.54,0.46
7051917,175.41,1.18,-27.87,0.94,0.63,0.27,101553.47,39.32,-0.18,0.65,0.40
7062019,175.41,1.18,-27.89,0.95,0.64,0.27,101554.23,39.33,0.00,0.60,0.08
7072045,175.40,1.18,-27.89,0.95,0.63,0.25,101553.75,39.33,0.04,0.59,0.13
7082230,175.39,1.18,-27.89,0.96,0.65,0.27,101554.70,39.33,0.09,0.51,-0.13
7092233,175.40,1.18,-27.91,0.95,0.62,0.24,101556.16,39.32,0.21,0.57,0.01
7102394,175.40,1.18,-27.92,0.94,0.63,0.26,101556.24,39.33,0.08,0.54,0.00
7112423,175.39,1.18,-27.93,0.96,0.65,0.27,101557.84,39.33,-0.10,0.46,0.24
7122540,175.39,1.19,-27.95,0.96,0.65,0.28,101557.25,39.33,-0.06,0.48,0.24
7132549,175.39,1.19,-27.96,0.95,0.63,0.25,101557.81,39.33,0.18,0.45,-0.11
7142676,175.39,1.19,-27.97,0.95,0.62,0.28,101557.73,39.33,0.23,0.56,-0.26
7152905,175.40,1.20,-27.98,0.98,0.61,0.27,101558.18,39.33,-0.11,0.74,-0.21
7163018,175.40,1.20,-27.99,0.95,0.64,0.28,101559.04,39.33,0.10,0.69,-0.28
7173026,175.41,1.20,-28.01,0.95,0.61,0.25,101558.67,39.33,0.21,0.65,-0.02
7183146,175.40,1.19,-28.02,0.94,0.63,0.23,101560.18,39.33,0.12,0.48,0.27
7193340,175.41,1.21,-28.04,0.98,0.62,0.26,101559.49,39.33,0.06,0.45,0.21
7203525,175.41,1.20,-28.05,0.95,0.63,0.23,101559.51,39.33,0.09,0.68,-0.11
7213725,175.43,1.21,-28.10,0.92,0.63,0.24,101560.28,39.33,0.21,0.53,0.02
7223917,175.42,1.20,-28.11,0.94,0.62,0.24,101560.10,39.33,0.32,0.50,-0.15
7234093,175.41,1.19,-28.10,0.94,0.63,0.26,101560.48,39.33,0.18,0.45,-0.03
7244263,175.39,1.19,-28.09,0.96,0.63,0.25,101560.77,39.33,0.08,0.56,-0.01
7255552,175.36,1.18,-28.08,0.95,0.63,0.27,101558.41,39.33,0.05,0.58,0.39
7265742,175.34,1.16,-28.07,0.94,0.64,0.29,101559.73,39.33,0.09,0.70,0.08
7275769,175.33,1.16,-28.06,0.96,0.63,0.29,101558.14,39.33,0.21,0.69,0.21
7285960,175.31,1.15,-28.05,0.96,0.65,0.29,101557.98,39.33,0.12,0.61,0.32
7295964,175.31,1.15,-28.06,0.97,0.64,0.27,101556.32,39.32,0.61,0.55,-0.29
