Time (us),Roll (deg),Pitch (deg),Yaw (deg),AccX (m/s/s),AccY (m/s/s),AccZ (m/s/s),Press (Pa),Temp (C),HGX (g),HGY (g),HGZ (g)
7306155,175.31,1.15,-28.07,0.96,0.64,0.28,101556.87,39.32,0.20,0.54,0.10
7316163,175.32,1.16,-28.09,0.98,0.62,0.28,101556.75,39.32,0.20,0.54,0.29
7326288,175.32,1.16,-28.10,0.97,0.64,0.29,101556.94,39.32,-0.20,0.54,0.29
7336293,175.32,1.16,-28.11,0.95,0.63,0.28,101557.62,39.32,0.27,0.50,0.14
7346412,175.32,1.16,-28.12,0.96,0.64,0.25,101556.55,39.32,0.09,0.65,0.22
7356644,175.32,1.15,-28.14,0.95,0.64,0.28,101557.04,39.32,0.29,0.60,0.04
7366743,175.32,1.15,-28.15,0.97,0.65,0.24,101555.84,39.32,0.14,0.67,0.01
7376769,175.32,1.15,-28.16,0.96,0.64,0.30,101558.33,39.33,0.22,0.60,0.04
7386881,175.32,1.15,-28.17,0.96,0.62,0.26,101559.67,39.33,0.12,0.43,0.48
7397077,175.32,1.15,-28.18,0.94,0.66,0.25,101559.65,39.33,0.22,0.52,-0.02
7407270,175.33,1.15,-28.20,0.96,0.62,0.28,101559.10,39.33,0.32,0.53,-0.12
7417465,175.32,1.15,-28.20,0.98,0.66,0.29,101559.21,39.33,0.14,0.61,0.41
7427662,175.29,1.15,-28.18,0.99,0.64,0.25,101558.80,39.33,0.07,0.59,0.24
7437846,175.30,1.16,-28.19,0.98,0.63,0.27,101558.20,39.33,0.21,0.59,0.40
7448026,175.29,1.15,-28.20,0.95,0.64,0.29,101557.26,39.33,0.00,0.59,0.24
7463608,175.29,1.15,-28.20,0.98,0.63,0.28,101556.32,39.33,0.24,0.55,0.20
7473732,175.29,1.15,-28.21,0.96,0.64,0.28,101555.84,39.33,0.13,0.62,-0.39
7483902,175.29,1.14,-28.21,0.96,0.64,0.25,101556.27,39.33,0.06,0.83,-0.08
7494092,175.29,1.14,-28.22,0.95,0.63,0.25,101555.02,39.33,0.09,0.48,0.18
7504263,175.30,1.15,-28.24,0.99,0.64,0.25,101554.87,39.33,0.10,0.53,0.04
7514455,175.31,1.15,-28.25,0.96,0.62,0.25,101554.77,39.33,-0.06,0.50,-0.38
7524650,175.30,1.15,-28.24,0.98,0.63,0.27,101554.94,39.33,0.18,0.57,-0.27
7534839,175.30,1.15,-28.25,0.97,0.64,0.33,101557.12,39.33,0.08,0.54,0.10
7545006,175.31,1.16,-28.28,0.97,0.63,0.31,101557.46,39.33,0.02,0.54,0.06
7555205,175.31,1.16,-28.28,0.97,0.64,0.25,101556.95,39.33,0.04,0.58,0.29
7566492,175.31,1.16,-28.29,0.96,0.63,0.26,101558.14,39.33,0.32,0.55,0.10
7576679,175.32,1.16,-28.30,0.97,0.61,0.27,101556.43,39.33,0.10,0.58,0.10
7586867,175.32,1.17,-28.31,0.97,0.63,0.28,101556.18,39.33,0.06,0.47,0.21
7597048,175.33,1.17,-28.32,0.99,0.63,0.25,101556.27,39.33,0.09,0.45,0.08
7607231,175.32,1.17,-28.32,0.97,0.62,0.30,101556.03,39.33,0.14,0.56,0.02
7617418,175.32,1.17,-28.32,0.95,0.63,0.27,101556.42,39.33,0.14,0.66,-0.19
7627617,175.32,1.16,-28.32,0.95,0.61,0.28,101555.41,39.33,0.07,0.68,0.16
7637807,175.29,1.14,-28.30,0.96,0.65,0.29,101554.89,39.33,-0.10,0.45,0.27
7648006,175.29,1.14,-28.31,0.95,0.62,0.25,101557.11,39.33,0.06,0.44,0.17
7658203,175.29,1.14,-28.31,0.97,0.63,0.26,101558.73,39.33,0.25,0.36,0.23
7669465,175.28,1.14,-28.30,0.98,0.64,0.25,101557.40,39.33,0.32,0.50,0.05
7679640,175.28,1.14,-28.31,0.96,0.62,0.30,101555.88,39.33,0.18,0.53,0.01
7689824,175.30,1.15,-28.33,0.98,0.62,0.25,101557.82,39.33,0.08,0.46,0.24
7700010,175.30,1.15,-28.35,0.97,0.65,0.23,101559.27,39.33,-0.49,0.64,-0.03
7710201,175.30,1.16,-28.35,0.99,0.62,0.27,101559.08,39.33,-0.06,0.60,-0.12
7720392,175.29,1.16,-28.33,0.99,0.62,0.28,101559.21,39.33,0.07,0.59,0.25
7730572,175.28,1.15,-28.33,0.97,0.64,0.27,101557.25,39.33,0.13,0.51,0.05
7740770,175.27,1.15,-28.33,0.97,0.63,0.29,101556.96,39.33,0.22,0.45,-0.03
7750952,175.27,1.15,-28.33,0.99,0.64,0.27,101557.10,39.33,-0.07,0.52,0.07
7761150,175.27,1.15,-28.33,0.97,0.63,0.28,101557.18,39.33,0.14,0.73,-0.14
7772446,175.27,1.15,-28.33,0.97,0.63,0.27,101557.25,39.33,0.22,0.42,0.13
7782639,175.26,1.15,-28.34,0.97,0.64,0.28,101556.80,39.33,0.28,0.71,0.22
7792821,175.26,1.14,-28.34,0.96,0.66,0.29,101558.54,39.33,0.09,0.38,0.24
7803008,175.26,1.14,-28.35,0.98,0.63,0.25,101558.54,39.33,0.18,0.43,0.60
7813190,175.27,1.14,-28.36,0.97,0.62,0.25,101558.77,39.33,0.35,0.48,0.12
7823382,175.25,1.14,-28.34,0.98,0.64,0.27,101557.95,39.33,0.19,0.49,0.10
7833572,175.25,1.14,-28.34,0.98,0.62,0.28,101556.27,39.33,0.23,0.64,0.10
7843776,175.24,1.13,-28.34,0.97,0.64,0.27,101557.87,39.33,0.09,0.60,-0.02
7853961,175.25,1.13,-28.35,0.97,0.63,0.26,101557.77,39.33,0.21,0.51,0.11
7864168,175.25,1.13,-28.35,0.96,0.65,0.27,101558.48,39.33,0.08,0.61,-0.21
7875449,175.25,1.12,-28.36,0.97,0.65,0.26,101557.21,39.33,0.13,0.47,0.04
7885650,175.27,1.14,-28.39,0.98,0.63,0.29,101557.54,39.33,0.07,0.45,0.05
7895835,175.28,1.13,-28.41,0.95,0.63,0.28,101558.55,39.33,0.05,0.71,0.13
7906021,175.27,1.13,-28.39,0.98,0.62,0.25,101559.31,39.33,-0.07,0.69,-0.09
7916216,175.27,1.13,-28.39,0.98,0.62,0.28,101559.63,39.33,0.10,0.49,0.29
7926402,175.26,1.12,-28.38,0.95,0.64,0.25,101558.32,39.33,-0.14,0.49,0.29
7936600,175.25,1.12,-28.38,0.98,0.63,0.29,101559.15,39.33,0.29,0.57,-0.14
7946795,175.25,1.12,-28.36,0.99,0.63,0.26,101560.04,39.33,0.10,0.50,-0.07
7956990,175.25,1.11,-28.37,0.95,0.64,0.26,101559.92,39.33,0.41,0.53,0.03
7967169,175.27,1.12,-28.39,0.98,0.64,0.24,101557.76,39.33,0.12,0.73,0.01
7978456,175.29,1.12,-28.41,0.95,0.63,0.26,101557.69,39.33,0.22,0.62,0.27
7988648,175.29,1.13,-28.43,0.97,0.65,0.27,101558.16,39.33,0.16,0.55,0.25
7998658,175.31,1.13,-28.46,0.97,0.63,0.27,101557.23,39.33,0.19,0.50,0.09
8008775,175.31,1.14,-28.48,0.97,0.64,0.27,101558.07,39.33,-0.20,0.61,0.17
8018787,175.33,1.14,-28.50,0.96,0.63,0.31,101558.44,39.33,0.04,0.67,0.54
8028909,175.34,1.14,-28.52,0.94,0.62,0.26,101556.40,39.33,-0.11,0.56,0.19
8038914,175.35,1.14,-28.54,0.95,0.62,0.27,101554.87,39.32,0.13,0.50,0.08
8049037,175.35,1.14,-28.54,0.94,0.61,0.27,101555.01,39.33,0.07,0.53,0.33
8059227,175.36,1.14,-28.56,0.96,0.61,0.31,101556.91,39.33,-0.03,0.54,0.14
8069429,175.34,1.13,-28.54,0.97,0.62,0.25,101558.59,39.33,0.15,0.50,-0.05
8080711,175.34,1.14,-28.54,0.96,0.62,0.25,101558.85,39.33,0.23,0.33,-0.24
8090909,175.34,1.14,-28.54,0.96,0.64,0.29,101558.01,39.33,0.08,0.50,0.26
8100911,175.31,1.14,-28.53,0.99,0.65,0.28,101557.35,39.33,0.13,0.41,0.40
8111108,175.30,1.13,-28.51,0.96,0.63,0.27,101557.92,39.33,0.22,0.51,0.39
8121118,175.27,1.13,-28.49,1.00,0.63,0.25,101558.06,39.32,0.08,0.61,0.24
8131309,175.26,1.12,-28.46,0.97,0.61,0.30,101558.70,39.33,0.13,0.71,0.13
8141314,175.24,1.11,-28.44,0.97,0.63,0.25,101559.41,39.33,0.30,0.61,0.06
8151421,175.22,1.10,-28.41,0.98,0.64,0.27,101558.70,39.33,0.49,0.59,0.01
8161450,175.20,1.09,-28.39,0.98,0.65,0.28,101558.39,39.33,0.14,0.63,-0.23
8171565,175.19,1.09,-28.37,0.98,0.64,0.27,101559.20,39.33,0.07,0.48,-0.05
8181787,175.18,1.08,-28.34,0.98,0.62,0.27,101559.54,39.33,-0.14,0.53,-0.01
8191895,175.17,1.08,-28.32,0.99,0.64,0.23,101558.01,39.33,0.05,0.61,-0.00
8201897,175.15,1.07,-28.30,0.98,0.66,0.26,101556.32,39.33,0.21,0.55,-0.00
8212017,175.16,1.08,-28.31,1.00,0.64,0.29,101557.41,39.33,0.16,0.58,0.16
8222213,175.15,1.08,-28.30,0.99,0.65,0.28,101557.92,39.33,0.07,0.58,-0.01
8232420,175.16,1.08,-28.31,0.98,0.63,0.28,101559.37,39.33,0.21,0.51,0.08
8242615,175.17,1.08,-28.32,0.99,0.64,0.26,101556.84,39.33,-0.08,0.61,-0.10
8252804,175.18,1.09,-28.32,1.00,0.62,0.27,101556.23,39.33,0.18,0.47,-0.53
8262996,175.20,1.10,-28.34,0.99,0.64,0.27,101556.02,39.33,-0.04,0.56,-0.03
8273193,175.21,1.11,-28.36,0.98,0.63,0.30,101556.67,39.33,0.11,0.50,0.35
8284473,175.23,1.11,-28.38,0.97,0.63,0.27,101556.88,39.33,0.37,0.49,-0.28
8294662,175.24,1.11,-28.40,0.98,0.66,0.24,101556.02,39.33,0.11,0.45,0.02
8304672,175.22,1.10,-28.37,0.98,0.62,0.26,101556.87,39.33,0.22,0.52,0.04
8314873,175.19,1.10,-28.34,0.99,0.65,0.24,101555.91,39.33,0.20,0.53,0.13
8324873,175.21,1.10,-28.36,0.95,0.64,0.26,101556.56,39.33,0.08,0.50,-0.21
8335066,175.23,1.10,-28.38,0.97,0.63,0.26,101556.04,39.33,0.05,0.49,-0.16
8345073,175.25,1.12,-28.40,0.99,0.64,0.27,101556.17,39.33,0.13,0.57,0.20
8355196,175.26,1.12,-28.41,0.96,0.64,0.26,101555.46,39.33,0.14,0.54,0.08
8365201,175.27,1.12,-28.43,0.95,0.64,0.28,101555.71,39.32,0.26,0.66,0.21
8375323,175.29,1.12,-28.45,0.96,0.62,0.27,101555.39,39.33,0.21,0.52,0.20
8385556,175.30,1.13,-28.46,0.97,0.64,0.24,101557.46,39.33,0.16,0.46,0.20
8395701,175.31,1.13,-28.48,0.95,0.64,0.27,101556.45,39.33,0.27,0.48,0.20
8405694,175.32,1.13,-28.49,0.96,0.62,0.28,101555.94,39.33,0.13,0.57,0.04
8415815,175.31,1.13,-28.48,0.98,0.64,0.24,101556.57,39.33,0.22,0.43,0.52
8425993,175.30,1.13,-28.47,0.98,0.63,0.29,101556.81,39.33,0.08,0.59,0.18
8436174,175.31,1.14,-28.51,0.97,0.65,0.29,101558.02,39.33,-0.10,0.59,0.04
8446367,175.32,1.14,-28.53,0.94,0.64,0.26,101558.91,39.33,0.14,0.55,-0.19
8456559,175.33,1.14,-28.55,0.95,0.65,0.28,101558.57,39.33,0.14,0.46,0.20
8471055,175.34,1.15,-28.59,0.96,0.65,0.29,101558.05,39.33,0.22,0.52,0.47
8481183,175.34,1.15,-28.60,0.95,0.63,0.25,101557.14,39.33,0.08,0.65,0.17
8492454,175.36,1.15,-28.62,0.95,0.60,0.24,101556.19,39.33,0.06,0.60,0.03
8502655,175.36,1.15,-28.63,0.96,0.64,0.27,101556.27,39.33,0.17,0.47,0.09
8512825,175.37,1.15,-28.65,0.94,0.62,0.27,101557.08,39.33,0.46,0.49,0.02
8523016,175.35,1.15,-28.63,0.96,0.62,0.28,101556.67,39.33,0.01,0.72,0.04
8533199,175.33,1.14,-28.63,0.96,0.64,0.26,101555.35,39.33,0.20,0.65,0.01
8543387,175.31,1.13,-28.60,0.97,0.62,0.24,101555.86,39.33,0.12,0.68,0.35
8553570,175.29,1.12,-28.57,0.96,0.63,0.27,101553.20,39.32,0.30,0.64,0.15
8563767,175.29,1.12,-28.58,0.97,0.63,0.26,101553.77,39.32,0.41,0.52,0.07
8573956,175.26,1.11,-28.55,0.98,0.65,0.27,101553.92,39.32,0.20,0.53,0.17
8584126,175.27,1.11,-28.55,0.97,0.62,0.27,101553.79,39.32,0.12,0.58,0.03
8595415,175.27,1.11,-28.56,0.96,0.63,0.25,101554.20,39.32,0.06,0.62,0.32
8605606,175.26,1.10,-28.55,0.96,0.64,0.25,101553.73,39.32,0.13,0.67,0.22
8615801,175.27,1.11,-28.57,0.97,0.64,0.24,101553.39,39.32,0.10,0.56,0.16
8625989,175.26,1.10,-28.56,0.96,0.63,0.28,101553.38,39.32,0.06,0.50,0.11
8636188,175.27,1.11,-28.57,0.98,0.64,0.23,101557.49,39.33,0.13,0.53,0.06
8646377,175.26,1.10,-28.56,0.98,0.64,0.25,101559.55,39.33,0.14,0.46,0.09
8656570,175.23,1.09,-28.53,0.97,0.66,0.29,101560.08,39.33,0.11,0.52,-0.18
8666766,175.24,1.10,-28.54,0.96,0.63,0.27,101559.70,39.33,0.22,0.69,0.16
8676958,175.26,1.11,-28.57,0.99,0.62,0.28,101558.89,39.33,0.08,0.45,0.19
8687151,175.25,1.11,-28.57,0.98,0.65,0.28,101558.54,39.33,0.06,0.56,0.12
8698435,175.26,1.12,-28.60,0.99,0.65,0.27,101557.49,39.33,-0.18,0.66,-0.13
8708629,175.27,1.12,-28.60,0.95,0.63,0.26,101557.50,39.33,0.00,0.48,0.17
8718819,175.26,1.11,-28.58,0.97,0.62,0.27,101558.78,39.33,0.04,0.57,0.11
8729006,175.26,1.11,-28.59,0.97,0.64,0.30,101558.98,39.33,0.16,0.62,0.30
8739206,175.26,1.11,-28.59,0.96,0.65,0.25,101559.90,39.33,0.15,0.59,-0.02
8749351,175.27,1.11,-28.60,0.96,0.62,0.28,101558.27,39.33,0.26,0.47,0.31
8759522,175.25,1.10,-28.58,0.96,0.63,0.25,101556.79,39.33,0.01,0.41,0.06
8769721,175.24,1.10,-28.56,0.98,0.63,0.24,101557.98,39.33,0.16,0.55,-0.07
8779910,175.23,1.10,-28.55,0.99,0.65,0.29,101556.86,39.33,0.07,0.58,0.14
8790101,175.24,1.10,-28.56,0.96,0.64,0.26,101556.25,39.33,0.13,0.47,0.18
8801388,175.23,1.09,-28.55,0.98,0.65,0.25,101556.30,39.33,0.26,0.56,0.08
8811558,175.23,1.10,-28.56,0.98,0.64,0.22,101555.84,39.33,0.25,0.66,0.02
8821741,175.22,1.09,-28.54,0.97,0.64,0.28,101554.70,39.33,0.09,0.52,0.12
8831933,175.20,1.07,-28.51,0.96,0.63,0.24,101556.43,39.33,0.13,0.50,0.69
8842134,175.21,1.07,-28.51,0.97,0.64,0.29,101556.68,39.33,0.07,0.49,0.29
8852320,175.22,1.08,-28.52,0.98,0.63,0.28,101558.95,39.33,0.36,0.45,0.22
8862512,175.24,1.09,-28.55,0.97,0.64,0.28,101560.64,39.33,0.27,0.52,-0.43
8872708,175.22,1.08,-28.53,0.98,0.65,0.27,101560.36,39.33,0.09,0.49,-0.05
8882874,175.23,1.09,-28.54,0.98,0.64,0.27,101558.61,39.33,0.06,1.23,-0.01
8893057,175.23,1.09,-28.53,0.98,0.64,0.27,101558.09,39.33,0.09,0.72,-0.08
8904359,175.23,1.09,-28.54,0.97,0.65,0.24,101557.68,39.33,0.10,0.53,-0.02
8914560,175.22,1.08,-28.54,0.96,0.66,0.26,101557.64,39.33,0.10,0.58,0.27
8924739,175.22,1.08,-28.54,0.97,0.65,0.29,101556.33,39.33,0.18,0.51,0.05
8934909,175.22,1.09,-28.53,1.00,0.64,0.24,101555.33,39.33,0.15,0.53,0.01
8945097,175.23,1.09,-28.55,0.96,0.64,0.26,101556.38,39.33,0.07,0.50,0.47
8955272,175.23,1.09,-28.55,0.97,0.63,0.29,101555.91,39.33,0.13,0.69,0.09
8965439,175.25,1.10,-28.58,0.98,0.66,0.30,101555.01,39.33,0.18,0.72,0.02
8975612,175.25,1.10,-28.58,0.98,0.63,0.28,101557.16,39.33,0.23,0.57,0.00
8985807,175.24,1.10,-28.57,0.99,0.64,0.25,101556.99,39.33,0.12,0.43,-0.35
8995997,175.26,1.11,-28.60,0.96,0.64,0.27,101558.17,39.33,0.14,0.44,-0.15
9007285,175.25,1.10,-28.60,0.97,0.65,0.26,101557.96,39.33,0.18,0.52,0.17
9017471,175.25,1.11,-28.59,0.98,0.62,0.24,101556.33,39.33,0.08,0.57,0.15
9027482,175.25,1.10,-28.59,0.96,0.63,0.26,101556.13,39.33,0.13,0.62,0.30
9037602,175.24,1.10,-28.58,0.97,0.65,0.27,101556.72,39.33,0.10,0.71,0.37
9047605,175.25,1.09,-28.58,0.96,0.63,0.23,101556.91,39.33,0.06,0.45,0.39
9057705,175.25,1.10,-28.59,0.98,0.64,0.29,101556.53,39.33,0.21,0.48,0.08
9067890,175.27,1.10,-28.60,0.97,0.63,0.26,101556.52,39.33,0.08,0.53,0.17
9078075,175.26,1.11,-28.61,0.98,0.64,0.25,101556.76,39.33,0.21,0.57,0.03
9088268,175.27,1.11,-28.62,0.97,0.64,0.28,101557.96,39.33,0.20,0.43,0.09
9098466,175.26,1.10,-28.61,0.95,0.65,0.27,101557.33,39.33,0.24,0.52,0.06
9109758,175.27,1.09,-28.62,0.95,0.64,0.24,101556.85,39.33,-0.03,0.45,0.32
9119937,175.27,1.10,-28.63,0.98,0.63,0.31,101557.02,39.33,0.03,0.60,0.30
9129949,175.27,1.10,-28.63,0.97,0.64,0.29,101557.67,39.33,0.24,0.51,0.22
9140135,175.26,1.10,-28.62,0.99,0.65,0.25,101558.13,39.33,0.17,0.65,-0.07
9150129,175.28,1.11,-28.65,0.96,0.62,0.28,101558.22,39.33,0.11,0.52,-0.01
9160324,175.30,1.12,-28.67,0.98,0.62,0.26,101559.08,39.33,0.14,0.42,-0.16
9170338,175.32,1.12,-28.70,0.96,0.62,0.26,101559.19,39.33,0.11,0.51,-0.66
9180458,175.34,1.13,-28.72,0.97,0.63,0.28,101557.98,39.33,0.14,0.38,-0.05
9190468,175.35,1.14,-28.75,0.97,0.62,0.25,101555.55,39.33,0.14,0.66,0.11
9200558,175.36,1.14,-28.77,0.94,0.62,0.27,101554.75,39.33,0.07,0.64,0.02
9210780,175.38,1.14,-28.79,0.95,0.62,0.23,101556.98,39.33,0.17,0.52,0.00
9220906,175.39,1.15,-28.82,0.94,0.62,0.24,101559.16,39.33,0.07,0.49,0.27
9230898,175.40,1.15,-28.84,0.95,0.63,0.23,101558.24,39.33,0.09,0.49,0.05
9240992,175.39,1.15,-28.84,0.95,0.62,0.26,101557.80,39.33,0.06,0.61,0.01
9251178,175.39,1.14,-28.84,0.95,0.61,0.26,101558.73,39.33,0.17,0.47,0.20
9261354,175.39,1.15,-28.86,0.96,0.63,0.27,101558.70,39.33,0.23,0.52,0.04
9271553,175.38,1.15,-28.86,0.95,0.65,0.25,101558.88,39.33,0.08,0.50,0.13
9281746,175.37,1.14,-28.85,0.96,0.61,0.26,101560.60,39.33,0.25,0.57,-0.17
9291939,175.39,1.15,-28.89,0.95,0.63,0.27,101561.88,39.33,-0.03,0.66,-0.15
9302124,175.38,1.15,-28.88,0.97,0.63,0.26,101561.30,39.33,0.11,0.60,-0.23
9313404,175.36,1.15,-28.88,0.96,0.63,0.24,101559.96,39.33,0.06,0.59,-0.08
9323592,175.35,1.14,-28.87,0.94,0.63,0.23,101561.39,39.33,0.25,0.63,0.10
9333581,175.38,1.14,-28.91,0.93,0.61,0.26,101560.68,39.33,0.17,0.48,0.02
9343777,175.40,1.15,-28.95,0.95,0.63,0.25,101559.63,39.33,0.15,0.56,0.20
9353768,175.42,1.16,-28.99,0.94,0.61,0.23,101557.55,39.33,0.07,0.50,0.04
9363896,175.44,1.16,-29.03,0.93,0.61,0.27,101558.57,39.33,0.52,0.41,0.16
9373907,175.46,1.17,-29.07,0.94,0.62,0.30,101558.03,39.33,0.14,0.51,0.19
9384031,175.47,1.18,-29.10,0.95,0.61,0.24,101556.88,39.33,0.15,0.57,-0.12
9394036,175.49,1.19,-29.14,0.94,0.61,0.24,101557.81,39.33,0.07,0.58,0.02
9404146,175.48,1.19,-29.14,0.94,0.62,0.27,101559.03,39.33,0.09,0.51,0.16
9415477,175.46,1.18,-29.14,0.93,0.63,0.29,101560.20,39.33,0.10,0.53,0.23
9425669,175.44,1.17,-29.13,0.94,0.62,0.25,101559.51,39.33,0.21,0.54,0.08
9435666,175.43,1.17,-29.13,0.94,0.62,0.26,101560.03,39.33,0.08,0.58,0.02
9445852,175.42,1.16,-29.12,0.95,0.61,0.27,101559.91,39.33,0.09,0.47,0.12
9455853,175.38,1.14,-29.09,0.94,0.63,0.25,101559.83,39.33,0.21,0.60,0.18
9466037,175.35,1.13,-29.06,0.96,0.65,0.30,101557.17,39.33,0.16,0.63,0.19
9479471,175.29,1.13,-29.02,0.99,0.66,0.29,101558.27,39.33,0.15,0.13,-0.08
9489589,175.28,1.12,-29.02,0.96,0.64,0.27,101557.59,39.33,0.15,0.34,0.30
9499779,175.30,1.12,-29.03,0.95,0.62,0.27,101557.02,39.33,0.15,0.42,0.10
9509968,175.29,1.12,-29.03,0.97,0.64,0.28,101556.65,39.33,0.11,0.55,0.18
9521263,175.29,1.13,-29.04,0.98,0.63,0.22,101556.84,39.33,-0.10,0.50,0.19
9531468,175.27,1.12,-29.01,0.97,0.62,0.28,101557.28,39.33,0.25,0.33,0.08
9541662,175.27,1.11,-29.00,0.97,0.61,0.27,101556.55,39.33,0.29,0.42,0.13
9551851,175.26,1.11,-28.98,0.97,0.62,0.29,101555.77,39.33,0.21,0.51,0.18
9562045,175.27,1.11,-28.99,0.97,0.61,0.30,101555.68,39.33,0.08,0.53,0.19
9572246,175.28,1.11,-28.99,0.97,0.62,0.30,101555.34,39.33,0.06,0.54,0.27
9582444,175.28,1.11,-29.00,0.97,0.62,0.28,101556.15,39.33,0.05,0.69,-0.18
9592638,175.27,1.11,-28.99,0.97,0.64,0.25,101555.74,39.33,0.05,0.53,0.00
9602828,175.27,1.11,-29.00,0.96,0.63,0.26,101555.91,39.33,0.21,0.50,0.08
9612978,175.27,1.11,-28.99,0.98,0.62,0.28,101555.28,39.33,0.20,0.53,0.09
9624264,175.27,1.10,-28.98,0.97,0.63,0.23,101555.83,39.33,0.20,0.57,-0.14
9634454,175.27,1.12,-28.99,0.99,0.65,0.27,101557.78,39.33,0.00,0.66,-0.18
9644653,175.27,1.11,-29.00,0.96,0.64,0.26,101557.70,39.33,0.08,0.68,0.08
9654824,175.25,1.10,-28.97,0.96,0.62,0.24,101557.66,39.33,0.05,0.60,0.02
9665006,175.27,1.11,-28.99,0.96,0.63,0.25,101556.07,39.33,0.05,0.63,-0.23
9675197,175.26,1.10,-28.98,0.97,0.63,0.25,101555.66,39.33,0.09,0.56,-0.24
9685397,175.22,1.09,-28.94,0.97,0.65,0.27,101556.12,39.33,0.25,0.50,0.34
9695580,175.22,1.08,-28.94,0.97,0.64,0.25,101556.74,39.33,0.17,0.65,-0.17
9705771,175.25,1.09,-28.96,0.97,0.60,0.24,101558.21,39.33,0.27,0.60,-0.23
9715956,175.25,1.09,-28.96,0.99,0.62,0.28,101556.22,39.33,0.13,0.59,0.19
9727250,175.23,1.08,-28.93,0.97,0.63,0.27,101557.82,39.33,0.07,0.59,-0.20
9737441,175.22,1.07,-28.92,0.96,0.64,0.25,101557.74,39.33,0.05,0.59,0.16
9747614,175.21,1.07,-28.90,0.99,0.64,0.25,101556.14,39.33,0.21,0.47,0.03
9757802,175.22,1.08,-28.91,0.99,0.65,0.26,101557.01,39.33,0.08,0.60,0.24
9767986,175.21,1.08,-28.90,0.99,0.64,0.26,101557.11,39.33,0.09,0.39,0.13
9778178,175.21,1.08,-28.90,0.97,0.64,0.26,101557.98,39.33,0.21,0.51,-0.21
9788373,175.21,1.07,-28.90,0.98,0.63,0.25,101557.87,39.33,0.08,0.73,0.08
9798544,175.20,1.07,-28.88,0.98,0.65,0.28,101557.80,39.33,0.17,0.42,0.02
9808735,175.20,1.07,-28.88,0.98,0.65,0.26,101557.47,39.33,0.15,0.51,0.00
9818924,175.20,1.07,-28.89,0.97,0.66,0.28,101558.25,39.33,-0.13,0.61,0.12
